Ranking,Profile,Followings,Followers,Description
1,Uni Liechtenstein (@uni_li),1647,2225,"Periódico líder en Puerto Rico con enfoque en entretenimiento, deportes, y noticias desde un punto de vista boricua."
2,Ivoclar Vivadent Int (@Ivoclar_Int),91,2132,"Periódico líder en Puerto Rico con enfoque en entretenimiento, deportes, y noticias desde un punto de vista boricua."
3,Vaterland Online (@vaterlandnews),6,1530,"Periódico líder en Puerto Rico con enfoque en entretenimiento, deportes, y noticias desde un punto de vista boricua."
4,Adrian Hasler (@adrian_hasler),103,1220,"Periódico líder en Puerto Rico con enfoque en entretenimiento, deportes, y noticias desde un punto de vista boricua."
5,Liechtensteinische Landesbank AG (@LLB_AG),11,397,"Periódico líder en Puerto Rico con enfoque en entretenimiento, deportes, y noticias desde un punto de vista boricua."
